date,day_name,airport,direction,time,flight,airline,duration,time_range,distance,aircraft,seats,codeshare,meals,uid,airline_source,page_date_verified,scraped_at
15/3/2026,Sunday,BKK,arrival,23:20,AQ1435,9 Air,Duration: 4h 20m,20:00 - 23:20,"1400 miles, 2253 km",Boeing 737-800 Passenger,167,,Meal (none specific),260315_AQ1435_20002320,text,True,2026-02-14T16:13:29.725012
15/3/2026,Sunday,BKK,arrival,23:20,KE653,Korean Air,Duration: 6h 15m,19:05 - 23:20,"2291 miles, 3686 km",Boeing 777-300ER,282,DL 7825 /WS 6043 /KQ 5159,Meal (none specific),260315_KE653_19052320,text,True,2026-02-14T16:13:30.005584
15/3/2026,Sunday,BKK,arrival,23:20,VZ329,Vietjet Thailand,Duration: 1h 30m,21:50 - 23:20,"469 miles, 755 km",Airbus A320,180,,Meal (none specific),260315_VZ329_21502320,text,True,2026-02-14T16:13:30.252052
15/3/2026,Sunday,BKK,arrival,23:25,EY400,Etihad,Duration: 6h 5m,14:20 - 23:25,"3103 miles, 4993 km",Boeing 777-300ER,373,MS 8136 /PG 4017 /UX 2722,Meal (none specific),260315_EY400_14202325,text,True,2026-02-14T16:13:30.500130
15/3/2026,Sunday,BKK,arrival,23:25,HU7995,Hainan Airlines,Duration: 5h 25m,19:00 - 23:25,"2073 miles, 3335 km",Boeing 737-800 Passenger,179,,Meal (none specific),260315_HU7995_19002325,text,True,2026-02-14T16:13:30.751776
15/3/2026,Sunday,BKK,arrival,23:25,PG280,Bangkok Airways,Duration: 1h 35m,21:50 - 23:25,"420 miles, 676 km",Airbus A319,133,AY 6872 /BR 3926 /CI 9748 /EK 4527 /EY 7770 /HX 3836 /JL 5916 /KC 1280 /KL 3747 /MH 4870 /QR 4384 /TG 5634 /TK 4537,Meal (none specific),260315_PG280_21502325,text,True,2026-02-14T16:13:31.008598
15/3/2026,Sunday,BKK,arrival,23:30,OQ2361,Chongqing Airlines,Duration: 3h 15m,21:15 - 23:30,"1176 miles, 1892 km",Airbus A320neo,166,CZ 2361,Meal (none specific),260315_OQ2361_21152330,text,True,2026-02-14T16:13:31.255703
15/3/2026,Sunday,BKK,arrival,23:30,PG264,Bangkok Airways,Duration: 1h 30m,22:00 - 23:30,"406 miles, 653 km",Airbus A319,133,AY 6878 /BR 3930 /CI 9824 /EK 4513 /EY 7616 /HX 3794 /JL 5904 /KC 1264 /KL 3735 /QR 4370 /TG 5644 /TK 4498,Meal (none specific),260315_PG264_22002330,text,True,2026-02-14T16:13:31.498901
15/3/2026,Sunday,BKK,arrival,23:35,JL707,JAL,Duration: 7h 10m,18:25 - 23:35,"2905 miles, 4674 km",Boeing 787-8,211,AA 8411 /PG 4160 /UL 3341 /WS 5930 /AS 7339 /HA 5367 /6E 3811,Meal (none specific),260315_JL707_18252335,text,True,2026-02-14T16:13:31.751845
15/3/2026,Sunday,BKK,arrival,23:40,7C2551,Jeju Air,Duration: 6h 10m,19:30 - 23:40,"2310 miles, 3717 km",Boeing 737-800 Passenger,186,H1 9956,Meal (none specific),260315_7C2551_19302340,text,True,2026-02-14T16:13:32.013007
15/3/2026,Sunday,BKK,arrival,23:40,BR205,EVA Air,Duration: 3h 55m,20:45 - 23:40,"1554 miles, 2500 km",Boeing 787-10,342,AI 7063 /TG 6307 /TK 9458,Meal (none specific),260315_BR205_20452340,text,True,2026-02-14T16:13:32.261924
15/3/2026,Sunday,BKK,arrival,23:45,7C2503,Jeju Air,Duration: 6h 15m,19:30 - 23:45,"2291 miles, 3686 km",Boeing 737-800 Passenger,186,H1 9984,Meal (none specific),260315_7C2503_19302345,text,True,2026-02-14T16:13:32.503830
15/3/2026,Sunday,BKK,arrival,23:45,FD4420,Thai AirAsia,Duration: 1h 25m,22:20 - 23:45,"420 miles, 676 km",Airbus A320,180,,Meal (none specific),260315_FD4420_22202345,text,True,2026-02-14T16:13:32.754654
15/3/2026,Sunday,BKK,arrival,23:50,LJ21,Jin Air,Duration: 6h 10m,19:40 - 23:50,"2310 miles, 3717 km",Boeing 737-800 Passenger,188,,Meal (none specific),260315_LJ21_19402350,text,True,2026-02-14T16:13:33.039553
15/3/2026,Sunday,BKK,arrival,23:50,VZ119,Vietjet Thailand,Duration: 1h 25m,22:25 - 23:50,"373 miles, 600 km",Airbus A320,180,,Meal (none specific),260315_VZ119_22252350,text,True,2026-02-14T16:13:33.286814
15/3/2026,Sunday,BKK,arrival,23:55,MM91,Peach Aviation,Duration: 6h 45m,19:10 - 23:55,"2599 miles, 4182 km",Airbus A321,180,,Meal (none specific),260315_MM91_19102355,text,True,2026-02-14T16:13:33.528877
